,가게이름,가게 주소,음식 종류,가격 범위,리뷰개수,평점
204,Vip참치,서울특별시 중구 세종대로11길 42 부림빌딩 2F,회 / 스시,3만원-4만원,1,
205,루이키친M,서울특별시 중구 세종대로21길 40 1F,정통 중식 / 일반 중식,만원 미만,10,3.7
206,라향각마라탕,서울특별시 중구 세종대로21길 67 2F,기타 중식,만원 미만,9,3.6
207,복성각,서울특별시 중구 통일로 10 B1,정통 중식 / 일반 중식,만원 미만,5,3.4
208,피슈마라홍탕,서울특별시 중구 무교로 14 2F,기타 중식,만원 미만,7,2.8
209,복성각,서울특별시 중구 덕수궁길 7,정통 중식 / 일반 중식,만원 미만,4,
210,만복림,서울특별시 중구 무교로 17-17,정통 중식 / 일반 중식,만원 미만,2,
211,천궁전마라탕,서울특별시 중구 세종대로16길 1 2F,기타 중식,만원 미만,4,
212,황금성,서울특별시 중구 세종대로14길 6-2,정통 중식 / 일반 중식,만원 미만,1,
213,다복향마라탕,서울특별시 중구 남대문시장길 25-3,정통 중식 / 일반 중식,만원 미만,1,
214,타이산,서울특별시 중구 남대문로1길 25,퓨전 중식,만원 미만,1,
215,시안,서울특별시 중구 서소문로 106 동화빌딩 B1,정통 중식 / 일반 중식,만원 미만,1,
216,중국성,서울특별시 중구 서소문로 129 경서빌딩,정통 중식 / 일반 중식,만원 미만,1,
217,홍복,서울특별시 중구 남대문시장길 73-3 일신빌딩 1F,정통 중식 / 일반 중식,만원-2만원,8,4.3
218,연길반점,서울특별시 중구 퇴계로 42-2 2F,정통 중식 / 일반 중식,만원-2만원,23,3.9
219,루싱,서울특별시 중구 한강대로 416 서울스퀘어,정통 중식 / 일반 중식,만원-2만원,3,
220,열빈,서울특별시 중구 세종대로21길 22 태성빌딩,정통 중식 / 일반 중식,만원-2만원,2,
221,중림 양갈비양꼬치,서울특별시 중구 중림로 10,기타 중식,만원-2만원,4,
222,마라공방,서울특별시 중구 퇴계로 18,기타 중식,만원-2만원,3,
223,송쉐프,서울특별시 중구 세종대로 39,정통 중식 / 일반 중식,만원-2만원,1,
224,삼미양꼬치,서울특별시 중구 세종대로 5,기타 중식,만원-2만원,1,
225,배재반점,서울특별시 중구 서소문로 103,정통 중식 / 일반 중식,만원-2만원,1,
226,대운양꼬치,서울특별시 중구 남대문로1길 37,기타 중식,만원-2만원,1,
227,야래향,서울특별시 중구 퇴계로10길 14,정통 중식 / 일반 중식,2만원-3만원,10,4.1
228,야래향,서울특별시 중구 퇴계로10길 14,정통 중식 / 일반 중식,2만원-3만원,12,4.1
229,이지샐러드,서울특별시 중구 남대문로9길 40,기타 양식,만원 미만,14,3.9
230,바스버거,서울특별시 중구 다동길 5 광일빌딩 B1,브런치 / 버거 / 샌드위치,만원 미만,10,3.4
231,더제이케이키친박스,서울특별시 중구 서소문로 134,이탈리안,만원 미만,9,2.9
232,브루클린더버거조인트,서울특별시 중구 청계천로 14 ,브런치 / 버거 / 샌드위치,만원 미만,4,
233,스윗밸런스,서울특별시 중구 세종대로9길 41 B1,기타 양식,만원 미만,6,
234,에그드랍,서울특별시 중구 퇴계로 18 2F 6호,브런치 / 버거 / 샌드위치,만원 미만,1,
235,샐러디,서울특별시 중구 한강대로 416 서울스퀘어 B1,기타 양식,만원 미만,2,
236,도로시앤샌드위치,서울특별시 중구 세종대로 93,브런치 / 버거 / 샌드위치,만원 미만,2,
237,맘스터치,서울특별시 중구 무교로 12 2F,브런치 / 버거 / 샌드위치,만원 미만,2,
238,8월의기린,서울특별시 중구 통일로 10 연세세브란스빌딩아케이드,브런치 / 버거 / 샌드위치,만원 미만,2,
239,운다피자,서울특별시 중구 을지로 29 B1,기타 양식,만원 미만,2,
240,더레드하우스,서울특별시 중구 만리재로35길 44 1F,기타 양식,만원-2만원,10,4.1
241,카페마마스,서울특별시 중구 서소문로 81 혜명빌딩,브런치 / 버거 / 샌드위치,만원-2만원,15,3.6
