,가게이름,가게 주소,음식 종류,가격 범위,리뷰개수,평점
277,짚신매운갈비찜,서울특별시 광진구 아차산로33길 39,고기 요리,만원-2만원,3,
278,중독족발,서울특별시 광진구 아차산로29길 47 1F,고기 요리,만원-2만원,2,
279,좋은생고기정육점식당,서울특별시 광진구 동일로22길 36 1F,고기 요리,만원-2만원,2,
280,동대문곱창,서울특별시 광진구 아차산로49길 9,고기 요리,만원-2만원,1,
281,이항아삼겹살,서울특별시 광진구 군자로 50,고기 요리,만원-2만원,1,
282,원할머니보쌈족발,서울특별시 광진구 아차산로51길 45 봉융빌딩,고기 요리,만원-2만원,1,
283,명품돼지집부속전문,서울특별시 광진구 광나루로 344,고기 요리,만원-2만원,1,
284,유가네닭갈비,서울특별시 광진구 아차산로29길 15,닭 / 오리 요리,만원-2만원,1,
285,고오기,서울특별시 광진구 능동로 68,고기 요리,만원-2만원,3,
286,달팽이부엌,서울특별시 광진구 자양번영로4길 19,기타 한식,만원-2만원,4,
287,종로상회,서울특별시 광진구 광나루로 619,고기 요리,만원-2만원,1,
